A,B,C,D,AVERAGE
886.0,411.0,387.0,25.0,427.25
129.0,32.0,368.0,79.0,152.0
499.0,404.0,759.0,790.0,613.0
263.0,186.0,275.0,936.0,415.0
574.0,483.0,428.0,751.0,559.0
687.0,234.0,558.0,784.0,565.75
517.0,420.0,923.0,975.0,708.75
565.0,182.0,997.0,373.0,-50.0
612.0,112.0,383.0,482.0,-50.0
670.0,725.0,823.0,179.0,599.25
12.0,975.0,356.0,366.0,427.25
826.0,571.0,961.0,813.0,-50.0
847.0,605.0,285.0,670.0,601.75
179.0,442.0,249.0,202.0,268.0
882.0,148.0,459.0,351.0,460.0
716.0,705.0,528.0,645.0,648.5
955.0,382.0,851.0,688.0,719.0
242.0,441.0,882.0,934.0,624.75
618.0,362.0,699.0,577.0,564.0
759.0,346.0,496.0,125.0,431.5
401.0,489.0,729.0,360.0,494.75
502.0,76.0,253.0,682.0,378.25
769.0,707.0,846.0,92.0,603.5
426.0,190.0,144.0,206.0,241.5
443.0,632.0,134.0,670.0,469.75
703.0,1.0,464.0,813.0,495.25
365.0,759.0,373.0,613.0,527.5
119.0,869.0,484.0,531.0,500.75
99.0,404.0,447.0,825.0,443.75
369.0,45.0,555.0,771.0,435.0
960.0,114.0,708.0,84.0,466.5
358.0,230.0,303.0,995.0,471.5
481.0,140.0,102.0,697.0,355.0
616.0,244.0,711.0,1.0,393.0
426.0,930.0,298.0,495.0,537.25
675.0,709.0,528.0,104.0,504.0
432.0,284.0,687.0,830.0,558.25
791.0,577.0,165.0,576.0,-50.0
454.0,490.0,271.0,387.0,400.5
902.0,147.0,571.0,408.0,507.0
94.0,764.0,529.0,563.0,487.5
293.0,421.0,244.0,383.0,335.25
631.0,499.0,924.0,520.0,643.5
541.0,779.0,120.0,772.0,-50.0
477.0,104.0,902.0,609.0,523.0
60.0,270.0,243.0,416.0,247.25
219.0,548.0,493.0,404.0,416.0
827.0,357.0,315.0,683.0,545.5
191.0,359.0,653.0,706.0,477.25
16.0,42.0,532.0,751.0,335.25
54.0,243.0,450.0,61.0,202.0
987.0,978.0,133.0,477.0,643.75
23.0,706.0,683.0,331.0,435.75
631.0,5.0,124.0,265.0,256.25
832.0,596.0,62.0,56.0,-50.0
830.0,522.0,330.0,26.0,427.0
757.0,61.0,827.0,443.0,522.0
462.0,55.0,523.0,170.0,302.5
313.0,376.0,944.0,478.0,527.75
395.0,196.0,483.0,744.0,454.5
330.0,211.0,487.0,413.0,360.25
857.0,750.0,19.0,775.0,600.25
38.0,174.0,677.0,579.0,367.0
842.0,541.0,278.0,559.0,555.0
160.0,45.0,683.0,648.0,384.0
44.0,553.0,75.0,946.0,404.5
304.0,255.0,629.0,279.0,366.75
463.0,629.0,259.0,308.0,414.75
360.0,962.0,858.0,638.0,704.5
876.0,789.0,67.0,342.0,518.5
448.0,527.0,629.0,587.0,547.75
632.0,685.0,752.0,585.0,663.5
295.0,810.0,773.0,309.0,546.75
781.0,683.0,438.0,432.0,583.5
886.0,624.0,384.0,816.0,677.5
262.0,648.0,523.0,56.0,372.25
54.0,541.0,83.0,917.0,398.75
333.0,787.0,153.0,504.0,444.25
343.0,692.0,646.0,564.0,561.25
33.0,62.0,926.0,78.0,274.75
332.0,446.0,610.0,498.0,471.5
672.0,973.0,225.0,532.0,600.5
723.0,245.0,962.0,62.0,498.0
827.0,752.0,364.0,608.0,637.75
611.0,375.0,261.0,523.0,442.5
615.0,98.0,657.0,12.0,345.5
501.0,807.0,158.0,607.0,518.25
461.0,984.0,292.0,467.0,551.0
39.0,642.0,811.0,528.0,505.0
972.0,812.0,630.0,614.0,757.0
225.0,193.0,334.0,233.0,246.25
415.0,339.0,234.0,101.0,272.25
134.0,478.0,946.0,100.0,414.5
589.0,409.0,813.0,49.0,465.0
182.0,126.0,887.0,13.0,302.0
268.0,341.0,857.0,34.0,375.0
0.0,301.0,460.0,395.0,289.0
404.0,809.0,975.0,5.0,548.25
144.0,420.0,640.0,981.0,546.25
503.0,559.0,417.0,842.0,580.25
354.0,135.0,726.0,635.0,462.5
391.0,189.0,219.0,728.0,381.75
205.0,934.0,394.0,867.0,600.0
861.0,31.0,833.0,169.0,473.5
213.0,126.0,666.0,132.0,284.25
836.0,603.0,610.0,347.0,599.0
194.0,125.0,894.0,468.0,420.25
843.0,693.0,663.0,476.0,668.75
707.0,758.0,302.0,80.0,461.75
871.0,686.0,606.0,754.0,-50.0
698.0,211.0,447.0,290.0,411.5
399.0,311.0,714.0,202.0,406.5
804.0,698.0,185.0,180.0,466.75
613.0,951.0,729.0,897.0,797.5
487.0,772.0,176.0,198.0,408.25
439.0,576.0,757.0,459.0,557.75
977.0,961.0,885.0,481.0,826.0
319.0,435.0,490.0,858.0,525.5
505.0,645.0,24.0,810.0,496.0
644.0,637.0,65.0,218.0,391.0
32.0,663.0,734.0,794.0,555.75
691.0,459.0,909.0,638.0,674.25
308.0,975.0,596.0,483.0,590.5
808.0,945.0,665.0,589.0,751.75
246.0,297.0,989.0,97.0,407.25
886.0,633.0,504.0,914.0,-50.0
395.0,520.0,764.0,144.0,455.75
941.0,629.0,941.0,341.0,713.0
74.0,266.0,937.0,653.0,482.5
574.0,765.0,265.0,944.0,637.0
695.0,124.0,548.0,42.0,352.25
695.0,805.0,255.0,714.0,617.25
516.0,307.0,84.0,137.0,261.0
480.0,507.0,862.0,224.0,518.25
144.0,40.0,908.0,803.0,473.75
490.0,661.0,856.0,516.0,630.75
596.0,534.0,655.0,687.0,618.0
496.0,574.0,307.0,5.0,345.5
563.0,308.0,874.0,243.0,497.0
304.0,296.0,515.0,142.0,-50.0
687.0,60.0,936.0,980.0,665.75
85.0,439.0,488.0,687.0,424.75
841.0,247.0,570.0,425.0,520.75
142.0,128.0,813.0,413.0,374.0
461.0,232.0,886.0,364.0,485.75
849.0,316.0,797.0,116.0,519.5
900.0,489.0,871.0,674.0,733.5
617.0,90.0,555.0,573.0,458.75
941.0,46.0,784.0,496.0,566.75
204.0,761.0,448.0,346.0,439.75
401.0,486.0,932.0,333.0,538.0
24.0,527.0,850.0,566.0,491.75
433.0,926.0,838.0,944.0,785.25
142.0,802.0,832.0,202.0,494.5
886.0,857.0,186.0,932.0,715.25
550.0,263.0,573.0,239.0,406.25
281.0,48.0,482.0,302.0,-50.0
983.0,448.0,521.0,943.0,723.75
918.0,271.0,380.0,809.0,594.5
373.0,57.0,990.0,824.0,-50.0
592.0,10.0,447.0,895.0,486.0
34.0,183.0,997.0,141.0,338.75
340.0,112.0,908.0,800.0,540.0
993.0,983.0,314.0,870.0,790.0
612.0,190.0,749.0,53.0,401.0
365.0,822.0,549.0,768.0,626.0
691.0,433.0,598.0,931.0,663.25
252.0,212.0,52.0,988.0,376.0
85.0,863.0,801.0,903.0,663.0
468.0,121.0,663.0,616.0,467.0
260.0,462.0,162.0,710.0,398.5
692.0,338.0,82.0,124.0,309.0
937.0,401.0,801.0,796.0,733.75
915.0,520.0,23.0,830.0,572.0
219.0,577.0,937.0,30.0,-50.0
533.0,860.0,484.0,171.0,512.0
438.0,176.0,481.0,123.0,-50.0
874.0,5.0,162.0,838.0,469.75
528.0,179.0,567.0,334.0,402.0
861.0,223.0,271.0,739.0,523.5
771.0,835.0,698.0,910.0,803.5
431.0,52.0,669.0,599.0,437.75
394.0,983.0,474.0,131.0,495.5
752.0,585.0,117.0,94.0,387.0
131.0,222.0,953.0,564.0,467.5
806.0,606.0,452.0,285.0,537.25
17.0,703.0,602.0,947.0,-50.0
877.0,881.0,445.0,60.0,565.75
525.0,219.0,664.0,300.0,427.0
312.0,735.0,212.0,613.0,468.0
213.0,729.0,291.0,221.0,363.5
290.0,475.0,900.0,356.0,505.25
244.0,640.0,241.0,553.0,419.5
913.0,132.0,779.0,15.0,459.75
441.0,688.0,567.0,279.0,-50.0
619.0,172.0,164.0,679.0,408.5
432.0,920.0,562.0,168.0,520.5
279.0,395.0,785.0,332.0,447.75
197.0,241.0,39.0,20.0,124.25
321.0,958.0,722.0,294.0,573.75
180.0,343.0,74.0,41.0,159.5
102.0,814.0,152.0,321.0,347.25
436.0,266.0,551.0,186.0,359.75
400.0,729.0,615.0,325.0,517.25
984.0,193.0,34.0,514.0,431.25
698.0,263.0,59.0,304.0,331.0
447.0,931.0,737.0,156.0,567.75
434.0,917.0,734.0,214.0,574.75
838.0,957.0,666.0,459.0,730.0
711.0,121.0,110.0,507.0,362.25
533.0,737.0,249.0,898.0,604.25
398.0,240.0,54.0,910.0,-50.0
905.0,709.0,169.0,681.0,616.0
95.0,286.0,456.0,528.0,341.25
357.0,498.0,45.0,399.0,324.75
315.0,16.0,246.0,898.0,368.75
160.0,857.0,952.0,667.0,659.0
460.0,485.0,563.0,843.0,587.75
916.0,502.0,828.0,255.0,625.25
236.0,932.0,360.0,625.0,538.25
130.0,767.0,895.0,402.0,548.5
392.0,981.0,401.0,796.0,642.5
815.0,386.0,696.0,655.0,638.0
169.0,446.0,739.0,11.0,-50.0
468.0,340.0,884.0,371.0,515.75
834.0,236.0,75.0,411.0,-50.0
925.0,609.0,825.0,669.0,757.0
484.0,48.0,751.0,261.0,386.0
726.0,369.0,744.0,739.0,644.5
42.0,555.0,372.0,724.0,423.25
340.0,554.0,861.0,100.0,463.75
479.0,467.0,107.0,924.0,494.25
729.0,758.0,353.0,568.0,602.0
421.0,336.0,561.0,592.0,477.5
144.0,44.0,618.0,753.0,389.75
434.0,386.0,952.0,809.0,645.25
854.0,20.0,757.0,621.0,563.0
778.0,963.0,945.0,405.0,772.75
16.0,575.0,832.0,912.0,-50.0
589.0,278.0,748.0,828.0,610.75
755.0,192.0,785.0,899.0,657.75
357.0,865.0,263.0,527.0,503.0
80.0,925.0,660.0,946.0,652.75
974.0,593.0,938.0,96.0,650.25
505.0,356.0,807.0,378.0,511.5
603.0,406.0,574.0,663.0,561.5
852.0,957.0,994.0,921.0,931.0
361.0,904.0,498.0,219.0,495.5
976.0,497.0,907.0,384.0,691.0
749.0,271.0,729.0,231.0,495.0
626.0,982.0,465.0,865.0,734.5
259.0,534.0,960.0,170.0,480.75
342.0,672.0,867.0,105.0,496.5
884.0,571.0,801.0,424.0,670.0
340.0,886.0,856.0,457.0,634.75
728.0,835.0,568.0,90.0,555.25
553.0,349.0,240.0,552.0,423.5
670.0,972.0,272.0,844.0,689.5
311.0,636.0,673.0,257.0,469.25
214.0,188.0,949.0,622.0,493.25
137.0,41.0,482.0,817.0,369.25
701.0,990.0,605.0,494.0,697.5
838.0,625.0,839.0,881.0,795.75
248.0,84.0,660.0,893.0,-50.0
660.0,446.0,690.0,901.0,674.25
57.0,420.0,88.0,657.0,305.5
174.0,143.0,42.0,785.0,286.0
890.0,297.0,757.0,917.0,715.25
757.0,727.0,647.0,138.0,567.25
843.0,429.0,177.0,99.0,387.0
599.0,644.0,396.0,797.0,609.0
859.0,381.0,899.0,889.0,757.0
384.0,213.0,121.0,672.0,347.5
200.0,765.0,499.0,516.0,495.0
435.0,379.0,730.0,893.0,609.25
7.0,876.0,301.0,485.0,417.25
770.0,182.0,531.0,691.0,543.5
654.0,229.0,26.0,709.0,404.5
13.0,551.0,939.0,935.0,609.5
116.0,442.0,609.0,103.0,317.5
83.0,367.0,43.0,134.0,156.75
744.0,814.0,262.0,689.0,-50.0
932.0,445.0,679.0,600.0,664.0
907.0,519.0,895.0,375.0,674.0
726.0,650.0,445.0,924.0,-50.0
714.0,189.0,714.0,819.0,609.0
222.0,248.0,706.0,702.0,469.5
459.0,507.0,706.0,889.0,640.25
480.0,136.0,880.0,611.0,526.75
728.0,430.0,23.0,901.0,520.5
164.0,684.0,322.0,874.0,511.0
10.0,775.0,231.0,146.0,290.5
874.0,213.0,10.0,723.0,455.0
835.0,595.0,935.0,922.0,821.75
544.0,108.0,877.0,223.0,438.0
564.0,873.0,71.0,173.0,420.25
902.0,781.0,674.0,725.0,770.5
778.0,787.0,247.0,249.0,-50.0
343.0,267.0,899.0,499.0,502.0
658.0,289.0,685.0,454.0,521.5
812.0,518.0,316.0,465.0,527.75
177.0,677.0,597.0,329.0,445.0
60.0,29.0,428.0,693.0,302.5
811.0,671.0,584.0,222.0,572.0
515.0,143.0,43.0,173.0,218.5
892.0,113.0,756.0,810.0,642.75
177.0,472.0,408.0,147.0,301.0
210.0,404.0,56.0,126.0,199.0
49.0,415.0,703.0,157.0,-50.0
668.0,191.0,471.0,35.0,341.25
778.0,267.0,21.0,111.0,294.25
814.0,578.0,785.0,334.0,627.75
251.0,92.0,493.0,33.0,217.25
55.0,691.0,865.0,584.0,-50.0
705.0,186.0,926.0,106.0,480.75
996.0,548.0,844.0,770.0,789.5
507.0,195.0,219.0,303.0,306.0
721.0,35.0,279.0,636.0,417.75
581.0,705.0,3.0,805.0,523.5
867.0,569.0,552.0,334.0,-50.0
805.0,618.0,513.0,242.0,544.5
565.0,648.0,56.0,801.0,517.5
497.0,761.0,513.0,987.0,-50.0
608.0,909.0,385.0,1.0,475.75
510.0,865.0,910.0,698.0,745.75
841.0,42.0,718.0,844.0,611.25
467.0,130.0,577.0,27.0,300.25
84.0,221.0,587.0,573.0,366.25
262.0,566.0,302.0,804.0,483.5
250.0,684.0,518.0,214.0,416.5
216.0,313.0,457.0,862.0,462.0
612.0,483.0,940.0,827.0,-50.0
968.0,387.0,358.0,417.0,532.5
110.0,830.0,315.0,796.0,512.75
755.0,395.0,72.0,940.0,540.5
116.0,894.0,609.0,570.0,547.25
623.0,347.0,569.0,237.0,444.0
883.0,528.0,100.0,86.0,399.25
915.0,980.0,544.0,54.0,-50.0
101.0,965.0,812.0,397.0,568.75
428.0,741.0,869.0,805.0,710.75
26.0,204.0,887.0,791.0,477.0
472.0,623.0,450.0,484.0,507.25
818.0,447.0,767.0,408.0,610.0
276.0,220.0,989.0,523.0,502.0
919.0,207.0,352.0,801.0,569.75
498.0,994.0,621.0,985.0,774.5
386.0,121.0,12.0,590.0,277.25
151.0,944.0,755.0,804.0,663.5
57.0,892.0,963.0,842.0,688.5
731.0,204.0,623.0,654.0,553.0
83.0,855.0,999.0,845.0,695.5
728.0,144.0,752.0,32.0,414.0
557.0,454.0,86.0,167.0,316.0
121.0,22.0,169.0,16.0,82.0
766.0,596.0,314.0,995.0,-50.0
971.0,611.0,348.0,22.0,488.0
50.0,716.0,481.0,462.0,427.25
299.0,727.0,337.0,282.0,411.25
583.0,83.0,555.0,10.0,307.75
951.0,978.0,48.0,704.0,670.25
207.0,691.0,728.0,889.0,628.75
116.0,651.0,208.0,489.0,366.0
95.0,571.0,632.0,109.0,351.75
155.0,685.0,329.0,846.0,503.75
175.0,141.0,707.0,759.0,445.5
264.0,884.0,611.0,276.0,508.75
473.0,791.0,606.0,155.0,506.25
207.0,846.0,384.0,621.0,514.5
632.0,688.0,234.0,278.0,458.0
628.0,568.0,392.0,774.0,-50.0
594.0,103.0,911.0,103.0,427.75
716.0,73.0,366.0,940.0,-50.0
711.0,1.0,970.0,296.0,494.5
330.0,407.0,576.0,970.0,570.75
732.0,237.0,313.0,393.0,-50.0
678.0,396.0,760.0,258.0,523.0
689.0,318.0,137.0,204.0,337.0
375.0,557.0,954.0,762.0,662.0
230.0,169.0,604.0,287.0,322.5
997.0,50.0,283.0,57.0,346.75
177.0,47.0,705.0,343.0,-50.0
756.0,516.0,33.0,633.0,484.5
14.0,708.0,859.0,50.0,407.75
673.0,836.0,758.0,836.0,775.75
595.0,193.0,801.0,946.0,633.75
238.0,450.0,291.0,419.0,349.5
915.0,121.0,875.0,66.0,494.25
161.0,67.0,996.0,260.0,371.0
456.0,525.0,258.0,871.0,527.5
206.0,354.0,769.0,96.0,356.25
49.0,556.0,981.0,13.0,399.75
611.0,236.0,39.0,571.0,364.25
473.0,964.0,621.0,715.0,693.25
731.0,349.0,917.0,702.0,674.75
546.0,908.0,845.0,405.0,676.0
847.0,814.0,337.0,901.0,724.75
946.0,853.0,720.0,431.0,737.5
546.0,220.0,997.0,719.0,620.5
255.0,865.0,435.0,87.0,410.5
883.0,901.0,423.0,401.0,652.0
91.0,947.0,263.0,768.0,-50.0
865.0,413.0,592.0,818.0,672.0
966.0,524.0,647.0,571.0,677.0
910.0,591.0,974.0,748.0,805.75
329.0,59.0,792.0,657.0,459.25
493.0,149.0,412.0,242.0,324.0
22.0,229.0,226.0,501.0,244.5
171.0,732.0,231.0,162.0,324.0
277.0,644.0,0.0,221.0,285.5
55.0,551.0,511.0,547.0,416.0
805.0,143.0,691.0,377.0,504.0
848.0,740.0,61.0,230.0,469.75
313.0,267.0,748.0,82.0,352.5
769.0,533.0,469.0,989.0,690.0
537.0,85.0,858.0,190.0,417.5
871.0,435.0,22.0,806.0,-50.0
101.0,531.0,804.0,590.0,506.5
154.0,620.0,745.0,313.0,458.0
925.0,420.0,712.0,219.0,569.0
558.0,645.0,680.0,753.0,-50.0
319.0,105.0,70.0,447.0,235.25
731.0,897.0,445.0,94.0,541.75
845.0,130.0,988.0,951.0,728.5
50.0,218.0,487.0,834.0,397.25
663.0,667.0,567.0,741.0,659.5
47.0,602.0,938.0,231.0,454.5
955.0,432.0,328.0,757.0,-50.0
121.0,193.0,230.0,995.0,-50.0
120.0,78.0,138.0,283.0,154.75
174.0,386.0,549.0,481.0,397.5
95.0,738.0,677.0,267.0,444.25
378.0,433.0,187.0,685.0,-50.0
163.0,958.0,445.0,421.0,496.75
179.0,511.0,344.0,682.0,429.0
902.0,859.0,502.0,994.0,814.25
148.0,581.0,602.0,689.0,505.0
957.0,296.0,318.0,767.0,584.5
219.0,573.0,928.0,638.0,589.5
555.0,434.0,219.0,120.0,332.0
480.0,942.0,154.0,554.0,-50.0
107.0,725.0,184.0,231.0,311.75
208.0,9.0,583.0,412.0,303.0
619.0,811.0,582.0,183.0,548.75
485.0,679.0,230.0,431.0,456.25
436.0,769.0,503.0,108.0,454.0
735.0,166.0,583.0,101.0,396.25
372.0,289.0,272.0,596.0,382.25
27.0,247.0,495.0,154.0,230.75
61.0,832.0,768.0,258.0,-50.0
851.0,335.0,36.0,51.0,318.25
851.0,205.0,267.0,128.0,362.75
947.0,501.0,589.0,752.0,697.25
77.0,805.0,251.0,108.0,310.25
795.0,745.0,831.0,785.0,789.0
389.0,353.0,631.0,531.0,476.0
969.0,254.0,201.0,987.0,602.75
597.0,26.0,766.0,798.0,-50.0
902.0,859.0,213.0,716.0,672.5
562.0,37.0,568.0,445.0,403.0
488.0,108.0,477.0,959.0,508.0
461.0,95.0,732.0,462.0,437.5
762.0,549.0,9.0,267.0,396.75
787.0,877.0,3.0,180.0,461.75
392.0,498.0,180.0,282.0,338.0
649.0,498.0,999.0,247.0,598.25
353.0,6.0,603.0,421.0,345.75
205.0,609.0,409.0,81.0,-50.0
26.0,418.0,90.0,974.0,377.0
629.0,989.0,614.0,173.0,601.25
452.0,944.0,355.0,797.0,637.0
994.0,591.0,344.0,487.0,604.0
819.0,46.0,85.0,79.0,-50.0
109.0,469.0,996.0,165.0,434.75
995.0,333.0,472.0,557.0,589.25
63.0,903.0,728.0,544.0,559.5
519.0,823.0,212.0,141.0,423.75
150.0,13.0,18.0,7.0,47.0
621.0,884.0,883.0,54.0,610.5
139.0,558.0,987.0,582.0,566.5
334.0,953.0,601.0,534.0,605.5
602.0,480.0,291.0,308.0,-50.0
284.0,446.0,405.0,446.0,395.25
561.0,913.0,615.0,889.0,744.5
976.0,958.0,754.0,201.0,722.25
450.0,95.0,203.0,161.0,227.25
736.0,238.0,643.0,717.0,583.5
632.0,261.0,845.0,782.0,-50.0
21.0,393.0,130.0,656.0,300.0
847.0,565.0,105.0,292.0,452.25
342.0,275.0,515.0,647.0,444.75
553.0,785.0,980.0,862.0,795.0
505.0,98.0,670.0,913.0,546.5
44.0,342.0,237.0,750.0,-50.0
233.0,983.0,366.0,448.0,507.5
251.0,24.0,623.0,587.0,-50.0
569.0,420.0,373.0,547.0,477.25
214.0,880.0,474.0,512.0,520.0
195.0,828.0,176.0,20.0,304.75
137.0,530.0,125.0,19.0,202.75
848.0,93.0,922.0,271.0,533.5
268.0,744.0,953.0,896.0,715.25
425.0,526.0,952.0,872.0,693.75
596.0,327.0,977.0,127.0,-50.0
369.0,493.0,441.0,1.0,326.0
537.0,379.0,75.0,643.0,408.5
710.0,635.0,471.0,711.0,631.75
73.0,921.0,33.0,337.0,-50.0
507.0,196.0,964.0,625.0,573.0
345.0,425.0,185.0,788.0,435.75
308.0,927.0,339.0,141.0,428.75
126.0,895.0,78.0,500.0,399.75
954.0,681.0,839.0,852.0,831.5
723.0,702.0,227.0,49.0,425.25
85.0,179.0,925.0,7.0,299.0
522.0,341.0,395.0,18.0,319.0
831.0,674.0,980.0,207.0,673.0
618.0,743.0,707.0,874.0,735.5
823.0,310.0,648.0,61.0,460.5
896.0,301.0,90.0,160.0,361.75
31.0,95.0,814.0,33.0,243.25
239.0,692.0,607.0,651.0,-50.0
652.0,596.0,787.0,387.0,605.5
677.0,16.0,652.0,600.0,486.25
137.0,888.0,723.0,706.0,-50.0
627.0,118.0,871.0,46.0,415.5
986.0,182.0,188.0,961.0,579.25
256.0,188.0,609.0,288.0,335.25
234.0,535.0,47.0,349.0,291.25
158.0,633.0,623.0,965.0,594.75
32.0,127.0,323.0,845.0,-50.0
788.0,325.0,721.0,932.0,691.5
455.0,672.0,930.0,816.0,718.25
216.0,486.0,63.0,116.0,220.25
905.0,641.0,625.0,266.0,609.25
875.0,25.0,80.0,707.0,421.75
952.0,57.0,898.0,819.0,681.5
947.0,54.0,54.0,985.0,510.0
199.0,577.0,457.0,377.0,402.5
573.0,108.0,958.0,493.0,533.0
954.0,394.0,680.0,71.0,524.75
841.0,989.0,150.0,815.0,698.75
586.0,767.0,868.0,393.0,653.5
243.0,358.0,612.0,417.0,407.5
682.0,814.0,293.0,978.0,691.75
457.0,264.0,668.0,737.0,531.5
700.0,301.0,777.0,425.0,550.75
235.0,591.0,322.0,70.0,304.5
878.0,301.0,287.0,124.0,397.5
984.0,13.0,722.0,504.0,555.75
654.0,842.0,349.0,333.0,544.5
534.0,282.0,318.0,55.0,297.25
919.0,253.0,593.0,584.0,587.25
372.0,752.0,402.0,125.0,412.75
922.0,396.0,149.0,13.0,370.0
955.0,113.0,124.0,69.0,315.25
347.0,947.0,209.0,842.0,586.25
337.0,907.0,605.0,439.0,572.0
782.0,867.0,777.0,530.0,-50.0
35.0,254.0,137.0,33.0,114.75
596.0,431.0,327.0,178.0,383.0
607.0,497.0,755.0,860.0,679.75
680.0,896.0,38.0,479.0,523.25
89.0,121.0,728.0,137.0,268.75
872.0,154.0,209.0,125.0,340.0
505.0,925.0,159.0,463.0,513.0
136.0,294.0,815.0,525.0,442.5
580.0,767.0,512.0,565.0,606.0
856.0,727.0,994.0,77.0,663.5
901.0,672.0,956.0,526.0,763.75
192.0,536.0,400.0,135.0,315.75
489.0,854.0,926.0,248.0,629.25
650.0,269.0,596.0,104.0,404.75
649.0,715.0,558.0,108.0,507.5
268.0,606.0,179.0,93.0,286.5
727.0,780.0,301.0,500.0,577.0
961.0,142.0,55.0,802.0,490.0
129.0,580.0,699.0,500.0,477.0
120.0,138.0,927.0,145.0,332.5
147.0,817.0,162.0,932.0,514.5
508.0,710.0,307.0,715.0,560.0
616.0,472.0,268.0,969.0,581.25
912.0,601.0,617.0,783.0,728.25
642.0,555.0,829.0,754.0,695.0
21.0,527.0,362.0,703.0,403.25
809.0,710.0,101.0,712.0,583.0
14.0,369.0,219.0,669.0,317.75
678.0,199.0,202.0,691.0,442.5
876.0,728.0,216.0,208.0,507.0
501.0,878.0,907.0,761.0,761.75
17.0,765.0,306.0,342.0,357.5
377.0,539.0,542.0,384.0,460.5
95.0,842.0,52.0,811.0,450.0
967.0,12.0,461.0,769.0,552.25
591.0,653.0,985.0,820.0,762.25
200.0,752.0,836.0,71.0,464.75
897.0,403.0,486.0,168.0,488.5
542.0,882.0,576.0,86.0,521.5
923.0,299.0,801.0,938.0,740.25
216.0,772.0,96.0,997.0,-50.0
634.0,690.0,252.0,493.0,517.25
651.0,422.0,150.0,735.0,489.5
984.0,135.0,298.0,214.0,407.75
1.0,905.0,549.0,498.0,488.25
880.0,756.0,209.0,481.0,581.5
11.0,281.0,75.0,489.0,214.0
582.0,819.0,778.0,57.0,559.0
503.0,186.0,217.0,749.0,413.75
49.0,676.0,491.0,932.0,-50.0
592.0,816.0,177.0,182.0,-50.0
442.0,617.0,599.0,163.0,455.25
48.0,404.0,698.0,501.0,412.75
193.0,466.0,560.0,799.0,504.5
354.0,641.0,109.0,543.0,411.75
565.0,221.0,270.0,320.0,344.0
686.0,510.0,846.0,967.0,752.25
247.0,962.0,847.0,858.0,728.5
28.0,805.0,274.0,602.0,427.25
999.0,874.0,109.0,798.0,-50.0
294.0,226.0,937.0,445.0,475.5
88.0,864.0,318.0,215.0,371.25
502.0,318.0,594.0,527.0,485.25
379.0,302.0,941.0,889.0,627.75
704.0,288.0,504.0,549.0,511.25
505.0,286.0,735.0,590.0,529.0
495.0,40.0,420.0,945.0,475.0
