num_countries,years_school,height,who_am_I
2,10,5.97,adult
4,5,5.42,child
6,1,2.2,child
6,18,5.04,child
6,11,5.79,adult
8,17,5.57,adult
6,14,5.3,child
6,9,5.49,child
8,9,4.62,child
0,1,2.44,child
6,0,2.75,child
5,0,2.52,child
9,11,5.31,adult
1,0,2.37,child
9,13,5.49,child
8,7,5.67,adult
3,16,5.58,adult
9,18,5.4,adult
4,2,3.3,child
7,9,4.21,child
1,15,5.67,adult
7,19,5.71,child
9,1,3.46,child
1,11,5.2,adult
8,6,5.05,adult
7,10,4.59,child
0,4,5.19,adult
7,6,5.46,adult
9,16,5.74,adult
7,0,5.92,adult
5,1,2.81,child
3,6,5.67,adult
0,6,4.91,adult
4,3,4.7,child
0,0,2.32,child
6,3,5.52,adult
6,12,4.38,child
6,3,5.86,adult
4,0,3.55,child
5,17,4.71,child
5,5,4.75,child
5,17,4.78,adult
4,15,5.16,adult
1,17,5.22,adult
3,11,5.46,child
9,1,5.95,adult
6,15,5.46,adult
5,1,5.27,child
6,3,5.46,child
3,15,5.34,adult
2,9,5.61,adult
8,3,5.8,adult
6,9,5.47,adult
1,0,2.71,child
3,1,2.52,child
1,1,2.15,child
9,8,5.34,adult
6,1,5.64,adult
5,7,5.41,adult
5,9,4.03,child
2,0,5.14,adult
5,1,2.38,child
1,12,5.5,adult
1,17,5.44,adult
3,7,5.72,adult
1,1,3.39,child
7,9,5.74,adult
1,1,2.23,child
6,6,5.73,adult
3,8,5.53,child
6,0,3.11,child
0,0,3.37,child
8,17,5.6,adult
9,9,5.2,adult
6,10,5.38,adult
9,11,5.85,adult
1,1,2.5,child
8,7,4.6,child
2,3,4.17,child
4,1,2.8,child
8,11,4.5,child
2,2,4.61,child
9,9,5.87,child
4,5,5.95,adult
6,1,3.96,child
2,18,5.26,adult
9,18,5.38,adult
3,16,5.59,adult
5,18,4.99,adult
6,10,4.63,child
2,8,5.08,adult
3,13,5.6,adult
7,7,4.79,child
7,1,5.3,child
2,2,3.8,child
7,2,3.32,child
2,16,4.79,adult
3,9,5.85,adult
5,4,5.49,adult
4,1,2.65,child
5,0,2.98,child
1,2,5.46,adult
3,6,5.66,child
4,8,4.71,child
2,7,5.6,adult
1,3,5.37,adult
9,9,5.6,adult
7,15,5.32,adult
6,14,5.53,adult
2,14,4.79,child
9,17,5.37,adult
3,0,2.79,child
6,2,6.07,adult
6,17,4.69,child
9,6,5.7,adult
2,6,5.57,adult
3,9,5.23,adult
0,15,5.26,adult
7,12,5.6,adult
1,2,3.92,child
5,15,4.75,child
6,11,5.35,child
6,6,5.12,adult
6,2,5.3,adult
4,6,6.09,adult
3,0,2.61,child
6,1,3.47,child
0,1,5.45,adult
0,0,2.61,child
1,0,3.44,child
4,9,5.43,adult
0,16,5.69,adult
4,10,5.37,adult
5,1,2.58,child
0,11,4.32,child
1,0,5.66,adult
7,3,5.53,adult
6,8,5.83,adult
8,15,5.95,adult
9,0,5.55,adult
9,14,4.93,adult
4,5,5.76,adult
4,14,5.63,child
3,18,4.18,child
6,11,4.21,child
3,1,2.57,child
2,1,2.37,child
8,11,5.8,adult
0,11,5.17,adult
9,16,5.18,adult
7,0,5.2,child
6,2,5.57,adult
2,6,5.27,adult
1,0,5.8,adult
6,0,3.33,child
3,1,3.44,child
2,18,5.11,adult
0,12,5.1,adult
1,15,5.55,adult
9,15,5.57,adult
8,18,5.24,child
2,2,3.52,child
3,1,2.18,child
1,0,3.05,child
5,16,5.6,adult
5,2,3.23,child
4,0,2.68,child
2,0,2.43,child
5,2,5.89,child
6,10,4.54,child
2,4,4.49,child
1,11,5.26,adult
7,2,6.44,adult
5,14,5.06,adult
3,2,4.84,child
2,11,5.75,adult
1,1,3.39,child
3,3,5.29,child
2,5,5.51,adult
7,4,4.63,child
6,1,5.63,adult
7,6,4.8,child
9,1,4.44,child
7,11,5.64,adult
9,2,5.56,adult
8,1,3.33,child
0,8,4.36,child
6,7,4.53,adult
8,7,5.85,child
7,2,4.9,child
2,5,4.87,child
8,16,4.36,child
7,2,5.16,child
1,6,5.59,child
8,3,4.98,child
3,7,4.03,child
4,1,2.98,child
0,0,2.62,child
0,5,5.36,adult
3,2,3.54,child
2,19,5.78,adult
5,1,3.11,child
3,15,5.28,adult
4,10,5.83,adult
7,12,4.01,child
8,19,5.37,child
6,1,4.0,child
0,2,5.61,adult
4,0,5.84,adult
4,15,5.05,adult
8,8,5.84,adult
4,1,2.26,child
5,5,4.71,child
4,1,3.92,child
4,18,5.28,child
5,3,5.66,child
3,18,5.2,adult
0,15,5.47,adult
9,1,5.33,adult
5,6,4.54,adult
2,0,4.66,child
9,13,5.32,adult
5,18,5.53,adult
3,16,5.18,child
2,5,5.11,adult
8,11,5.36,adult
8,1,5.75,child
9,17,5.27,adult
3,5,6.05,adult
9,3,5.65,child
3,10,4.28,child
5,0,4.27,child
4,2,3.69,child
3,6,5.21,adult
7,13,5.79,adult
9,12,5.53,adult
3,7,5.1,adult
9,16,5.61,adult
4,18,5.92,child
6,1,2.44,child
9,19,5.93,adult
6,9,5.68,adult
7,18,5.34,adult
2,1,5.42,adult
1,12,5.38,adult
0,0,2.26,child
5,0,2.63,child
6,3,5.05,child
0,5,5.03,adult
6,8,5.47,adult
5,2,3.36,child
4,7,4.73,child
4,9,5.49,adult
6,0,3.04,child
7,10,5.38,adult
3,0,5.54,adult
1,2,3.37,child
7,14,5.47,adult
4,13,5.54,adult
7,18,5.1,adult
6,18,5.46,adult
6,17,6.01,adult
0,14,5.15,adult
8,1,4.53,child
2,16,5.77,adult
8,6,5.76,adult
9,15,5.45,child
6,1,2.6,child
8,14,4.75,child
6,7,5.49,adult
9,19,5.1,adult
8,4,5.7,child
3,19,5.38,adult
9,5,5.89,adult
8,2,3.67,child
1,6,4.05,child
0,18,5.39,adult
3,10,5.58,adult
8,17,5.3,adult
3,1,3.0,child
3,9,4.87,adult
1,14,5.31,adult
2,13,5.04,adult
7,0,3.93,child
1,2,3.39,child
7,12,5.45,adult
3,11,5.27,child
2,1,3.8,child
1,10,5.58,child
1,1,3.09,child
4,16,5.36,adult
5,18,5.17,adult
3,0,3.76,child
4,0,5.54,adult
2,1,5.18,child
9,9,4.55,child
5,0,2.09,child
3,11,5.14,adult
0,17,5.39,adult
8,7,5.91,adult
0,4,5.93,adult
6,0,3.17,child
9,11,5.83,adult
0,0,2.28,child
1,7,5.1,adult
9,0,3.58,child
8,13,5.54,adult
9,15,6.06,adult
2,0,2.73,child
8,2,3.63,child
6,19,5.87,adult
7,6,5.01,adult
6,8,5.45,adult
1,6,5.76,adult
5,7,5.97,adult
0,12,5.19,adult
1,10,4.83,child
4,0,5.3,adult
3,7,5.03,child
9,0,3.69,child
4,2,4.5,child
8,1,4.01,child
2,19,5.28,adult
2,9,5.49,adult
1,16,5.07,adult
6,19,5.36,adult
6,6,4.02,child
7,6,5.23,adult
7,12,4.24,child
9,18,5.43,child
6,12,5.66,child
8,10,5.93,child
5,18,5.55,adult
3,9,5.66,adult
2,1,2.0,child
5,5,4.15,child
3,11,4.73,child
3,2,5.62,adult
5,6,5.36,adult
8,3,5.57,adult
5,12,5.82,adult
0,2,3.91,child
5,4,5.14,adult
5,18,4.47,child
2,17,5.2,adult
2,1,3.82,child
6,1,3.41,child
2,11,5.54,adult
8,19,5.62,adult
8,17,5.89,child
5,9,5.86,adult
1,1,2.64,child
4,1,2.7,child
9,2,3.15,child
2,7,5.0,child
7,4,4.56,child
4,1,2.02,child
4,1,3.6,child
8,13,5.97,adult
3,11,4.62,child
0,9,4.56,child
9,7,5.01,adult
5,16,5.98,adult
3,1,5.07,child
2,5,5.65,adult
1,2,5.7,adult
8,1,3.32,child
4,7,5.29,adult
6,12,5.71,child
2,4,5.7,adult
6,2,3.17,child
2,14,5.1,adult
2,7,4.71,child
1,3,4.87,child
0,4,5.63,adult
6,10,5.59,adult
6,17,5.19,child
2,12,5.54,adult
8,1,3.45,child
8,8,5.92,adult
5,15,5.42,adult
6,6,5.21,adult
6,6,5.78,child
3,6,5.7,child
4,8,5.33,adult
5,18,5.29,child
5,1,2.53,child
0,9,5.82,child
9,2,5.9,child
2,0,2.52,child
8,0,5.29,child
4,17,5.33,adult
2,11,5.44,adult
9,13,5.58,child
4,19,5.54,adult
4,1,2.0,child
7,10,4.74,child
6,1,5.53,adult
8,19,4.02,child
1,8,5.81,adult
9,7,5.03,adult
7,15,4.12,child
5,8,4.44,child
6,9,5.39,adult
4,4,5.78,adult
6,0,3.63,child
2,1,2.48,child
2,17,4.2,child
8,5,4.75,child
9,15,5.33,child
9,8,5.39,adult
5,0,2.19,child
1,18,5.38,adult
7,1,3.01,child
7,17,4.99,adult
9,2,3.92,child
0,1,2.26,child
2,4,5.22,child
3,8,5.85,adult
0,13,5.21,child
3,0,2.56,child
1,3,4.67,child
0,8,4.09,child
7,14,5.63,adult
0,0,2.74,child
7,19,4.6,child
1,6,5.35,adult
4,5,6.3,adult
4,12,5.97,child
8,17,4.11,child
6,9,5.57,child
9,12,5.06,adult
6,0,3.49,child
1,15,5.51,child
3,1,3.24,child
4,16,5.22,child
9,6,5.96,adult
4,0,2.05,child
2,19,5.63,adult
4,5,5.26,adult
4,1,5.78,adult
2,13,5.54,child
0,13,4.43,child
9,10,5.2,adult
7,2,5.66,adult
3,19,5.06,adult
0,13,5.18,adult
6,0,5.99,adult
3,3,5.31,adult
8,14,4.81,adult
8,0,3.55,child
0,4,5.29,adult
7,7,5.58,adult
3,0,3.78,child
7,13,4.46,child
8,6,4.74,child
5,19,5.9,adult
2,0,2.79,child
5,15,5.17,child
1,14,5.73,adult
2,4,5.67,adult
1,18,5.61,adult
5,1,5.38,adult
7,1,5.15,adult
0,2,5.74,adult
6,1,2.54,child
1,0,2.77,child
7,0,5.65,adult
1,11,5.44,adult
8,4,5.33,child
6,0,2.94,child
4,0,3.07,child
8,1,3.91,child
3,1,2.96,child
5,3,5.17,adult
8,10,5.56,adult
8,10,5.43,adult
8,0,3.31,child
4,1,2.95,child
0,8,5.6,child
5,0,4.33,child
2,2,5.11,adult
7,11,5.6,child
2,15,5.67,adult
5,18,5.58,adult
8,14,4.92,adult
5,0,2.21,child
5,7,4.71,child
9,16,5.39,adult
8,4,4.1,child
4,18,5.51,child
5,14,5.58,adult
7,2,3.14,child
0,1,3.74,child
5,2,4.74,child
7,10,5.91,adult
6,19,5.93,child
8,0,5.72,adult
6,13,5.8,adult
1,10,5.29,adult
8,3,5.47,adult
1,12,5.05,child
1,15,4.68,child
5,0,5.14,adult
4,0,2.24,child
9,17,5.65,adult
1,8,6.06,adult
4,8,5.2,child
6,10,4.03,child
1,10,5.68,adult
3,2,5.62,adult
7,0,5.24,child
7,18,5.27,adult
0,7,4.4,child
4,5,5.51,child
1,0,5.34,adult
4,1,5.04,adult
8,17,5.18,child
1,15,5.74,adult
2,4,4.21,child
0,11,5.69,adult
5,16,5.16,adult
1,7,4.5,child
0,15,4.88,child
6,14,5.54,adult
4,7,5.01,adult
2,15,5.23,adult
7,9,5.61,adult
1,3,4.58,child
6,0,3.62,child
7,12,5.36,adult
0,3,4.32,child
3,7,5.63,adult
5,11,5.69,adult
2,0,2.86,child
9,18,5.39,adult
6,1,2.81,child
7,0,3.24,child
3,18,5.23,adult
4,0,3.71,child
1,14,5.52,adult
3,2,5.67,adult
0,0,2.19,child
5,12,4.02,child
4,2,4.91,child
2,2,5.5,adult
9,8,5.68,adult
9,12,5.24,adult
0,16,5.18,adult
4,6,5.55,adult
7,9,4.98,adult
9,3,4.76,adult
2,6,4.93,adult
0,5,5.93,child
4,9,5.9,child
7,10,4.67,adult
1,12,5.71,child
4,2,3.05,child
3,8,5.23,adult
2,11,5.26,adult
4,2,3.27,child
9,8,5.47,adult
2,0,3.72,child
1,17,5.02,adult
4,15,5.62,adult
3,1,2.4,child
1,2,5.16,child
8,5,5.41,adult
7,0,3.68,child
6,6,5.43,adult
6,15,5.53,adult
5,1,3.11,child
0,5,5.57,adult
1,1,2.17,child
7,1,3.21,child
4,12,5.09,child
0,16,5.18,child
5,2,4.11,child
4,17,5.87,adult
9,6,5.12,adult
4,4,5.39,adult
6,9,5.2,adult
2,17,4.83,child
9,2,3.54,child
4,0,5.07,child
5,4,4.74,adult
6,5,5.96,adult
2,9,5.93,adult
1,0,3.02,child
8,13,5.28,adult
5,4,5.07,adult
1,18,5.71,adult
1,17,5.33,adult
3,8,5.51,adult
6,0,4.0,child
1,1,2.76,child
0,3,4.86,child
9,6,5.08,child
8,16,5.23,adult
0,3,5.41,adult
5,6,5.47,adult
9,8,4.76,adult
4,0,4.86,child
0,0,4.54,child
1,14,5.73,adult
8,2,4.95,child
6,18,5.32,child
8,2,3.74,child
9,0,3.35,child
2,1,2.56,child
4,12,5.61,adult
5,1,3.75,child
2,13,5.1,child
3,10,5.82,child
5,16,5.35,adult
2,14,5.33,adult
9,10,5.42,adult
5,15,5.05,child
4,14,4.73,child
6,1,2.84,child
2,2,5.26,child
3,11,5.55,adult
6,15,4.67,adult
3,4,5.24,adult
2,11,5.78,child
4,1,2.45,child
6,16,5.32,adult
6,0,3.97,child
1,14,4.91,child
7,12,5.75,child
1,10,5.67,adult
5,8,4.44,child
7,16,5.66,adult
5,0,2.15,child
3,11,5.5,adult
4,3,5.14,adult
1,0,2.13,child
4,0,2.26,child
8,15,5.34,adult
1,1,2.62,child
1,4,5.13,adult
9,2,5.01,child
4,1,3.05,child
8,12,5.06,adult
7,1,5.58,adult
8,18,5.37,adult
5,0,5.27,adult
9,17,5.46,adult
9,2,3.96,child
0,0,5.5,child
4,0,3.31,child
4,7,5.79,adult
4,8,4.33,child
5,19,6.14,adult
1,0,5.06,child
6,13,5.32,child
6,1,3.49,child
4,10,5.44,adult
5,2,3.14,child
0,2,5.76,adult
4,8,4.45,child
4,7,6.06,adult
5,0,2.12,child
7,10,5.81,adult
1,0,5.82,child
0,4,5.38,adult
6,5,5.73,child
0,13,5.88,child
0,8,4.82,adult
5,0,2.98,child
2,19,5.18,adult
2,2,3.54,child
2,18,4.11,child
4,12,5.74,adult
5,16,5.68,adult
8,8,5.46,adult
2,12,5.4,adult
6,2,4.25,child
2,1,5.68,adult
4,5,6.06,adult
5,0,3.91,child
5,4,4.39,child
3,11,5.67,child
8,0,3.26,child
3,10,5.13,child
2,3,5.31,adult
9,1,3.86,child
7,6,5.31,adult
2,3,5.97,child
2,9,5.33,adult
3,13,5.89,adult
5,5,4.87,adult
8,8,5.43,adult
9,9,5.69,child
3,5,5.5,adult
4,15,4.6,child
4,4,5.73,child
4,0,3.48,child
8,2,3.09,child
5,10,5.28,adult
9,18,5.11,adult
5,16,4.51,child
8,7,5.67,adult
6,8,5.31,adult
0,16,5.38,child
4,0,5.79,adult
5,0,5.13,adult
3,5,5.6,adult
2,17,5.98,adult
2,0,5.57,adult
2,15,5.47,adult
4,6,5.58,adult
8,5,5.7,adult
6,0,2.84,child
2,8,5.18,child
3,12,5.88,adult
3,7,5.63,adult
5,13,5.43,adult
7,12,4.9,adult
2,18,5.85,adult
2,4,5.28,adult
3,11,5.39,adult
8,19,5.13,adult
8,12,5.83,adult
4,7,4.6,child
2,16,5.58,adult
2,15,4.54,child
2,6,5.9,child
5,1,2.86,child
8,12,5.25,adult
0,8,5.61,adult
3,14,5.84,adult
3,6,5.57,adult
7,18,5.23,child
9,0,3.37,child
4,1,2.42,child
6,3,5.65,child
3,15,5.19,child
8,2,5.98,adult
3,12,5.46,adult
7,11,5.34,adult
8,0,3.4,child
8,7,5.36,adult
9,12,5.27,adult
8,11,5.43,adult
9,7,5.04,child
2,15,5.99,adult
1,13,5.55,adult
6,14,5.24,child
7,1,3.37,child
8,19,5.71,child
3,18,5.82,child
2,3,5.41,child
8,8,5.67,adult
6,14,5.33,adult
1,1,2.34,child
6,8,5.61,adult
1,18,4.51,child
2,18,5.6,child
9,9,5.28,child
1,1,2.62,child
3,12,4.37,child
6,15,5.23,adult
7,17,5.49,adult
3,11,5.16,child
2,0,4.7,child
5,1,4.1,child
4,11,4.95,adult
6,3,5.79,adult
8,3,5.75,adult
9,9,5.15,adult
9,3,5.74,adult
5,14,5.4,adult
6,1,2.83,child
3,0,2.84,child
3,0,2.65,child
5,2,5.25,adult
0,7,5.71,adult
8,9,5.74,adult
2,15,5.41,child
4,4,5.5,adult
1,3,5.42,child
4,9,5.71,child
2,0,6.08,adult
3,12,4.39,child
8,0,4.73,child
7,8,5.92,adult
9,15,5.97,adult
2,14,5.72,adult
0,12,5.76,adult
5,0,5.8,adult
7,0,3.44,child
6,13,5.72,adult
1,11,5.27,adult
1,1,4.82,child
1,0,5.69,adult
0,1,3.15,child
6,3,5.4,child
7,11,5.54,adult
9,4,5.53,adult
9,17,5.31,adult
5,0,2.72,child
4,0,3.09,child
1,1,2.25,child
2,11,5.59,adult
7,12,5.07,adult
2,17,5.38,adult
7,6,4.57,child
8,6,5.8,adult
0,18,4.23,child
3,0,5.17,adult
6,0,2.27,child
9,15,5.53,adult
7,10,4.57,child
2,14,6.33,adult
1,2,3.19,child
3,8,5.95,adult
4,1,2.23,child
6,0,2.16,child
5,8,5.95,child
8,15,4.52,child
0,11,5.29,adult
2,14,6.28,adult
5,0,2.77,child
6,1,2.03,child
1,1,4.96,adult
3,5,5.67,adult
4,8,5.49,adult
6,15,5.79,adult
2,11,5.72,adult
9,17,5.16,child
1,14,5.01,child
3,19,5.85,child
1,1,3.63,child
8,9,5.41,adult
7,1,5.46,adult
0,9,5.56,adult
8,8,4.01,child
6,1,3.81,child
3,1,5.81,adult
4,0,2.95,child
0,15,4.03,child
6,2,3.57,child
2,17,5.45,adult
6,13,4.19,child
5,15,4.18,child
3,10,6.18,adult
1,1,2.92,child
6,6,4.91,child
8,10,5.55,adult
7,15,4.16,child
6,7,5.71,adult
1,1,2.84,child
5,2,3.82,child
6,1,3.33,child
4,15,5.22,adult
8,16,5.57,adult
0,19,5.68,adult
7,17,5.1,child
4,2,3.4,child
4,11,5.59,adult
0,9,5.21,adult
2,3,5.33,adult
2,0,2.28,child
3,0,5.69,adult
0,3,4.85,adult
1,0,5.6,adult
2,14,4.57,child
0,1,3.57,child
5,14,5.39,adult
6,0,2.82,child
6,1,3.58,child
8,19,4.65,child
1,1,3.3,child
3,10,4.14,child
0,5,5.85,adult
5,19,5.52,child
4,9,5.63,adult
2,16,5.14,adult
4,19,4.95,adult
4,1,2.08,child
5,1,2.25,child
1,1,2.09,child
4,2,4.07,child
6,10,5.48,adult
2,13,5.63,adult
5,13,5.97,adult
5,2,3.87,child
1,6,5.97,adult
1,17,4.88,child
6,7,5.45,child
3,11,5.33,adult
1,3,5.69,adult
4,17,5.45,adult
8,3,5.91,adult
3,18,5.36,child
9,11,5.75,adult
7,11,5.63,adult
6,0,5.56,child
2,11,4.63,child
3,7,4.95,child
1,11,5.44,adult
5,1,3.86,child
7,16,5.17,adult
5,1,2.55,child
7,3,5.88,adult
6,9,5.71,child
1,0,5.66,adult
4,3,5.13,adult
7,15,5.91,adult
0,13,5.63,adult
2,8,4.84,child
6,7,4.85,child
2,6,5.25,adult
8,15,5.69,adult
5,16,5.2,adult
3,1,2.88,child
8,18,5.71,adult
9,1,3.36,child
2,19,5.45,adult
2,13,4.3,child
2,0,2.61,child
2,10,5.96,adult
8,19,5.72,child
6,17,5.24,adult
9,15,5.56,child
6,6,5.59,child
7,1,5.05,child
7,16,6.19,adult
4,14,4.81,child
8,15,5.82,child
1,7,5.36,adult
1,19,6.1,adult
6,6,4.89,adult
1,0,3.21,child
1,15,5.53,adult
6,1,2.99,child
7,11,5.82,adult
5,18,5.88,adult
7,7,5.46,adult
9,14,6.12,adult
7,1,5.26,adult
3,1,2.04,child
8,0,3.41,child
0,13,5.71,child
3,0,3.31,child
7,0,3.49,child
7,11,5.32,adult
4,4,5.31,adult
0,10,4.42,child
2,8,5.45,adult
2,0,2.82,child
0,6,5.39,adult
4,13,4.98,adult
7,10,5.05,child
9,8,5.14,child
6,8,5.96,adult
2,7,4.36,child
3,11,4.06,child
1,13,5.37,adult
3,14,5.91,child
6,7,5.75,adult
8,0,3.62,child
6,2,5.49,adult
6,10,5.55,adult
0,1,3.62,child
9,18,4.84,adult
2,18,4.96,child
6,12,5.83,adult
7,11,5.14,adult
4,19,5.01,adult
0,4,5.04,adult
1,13,5.02,adult
5,2,5.72,adult
6,9,5.62,adult
6,7,5.49,adult
0,2,4.25,child
3,1,3.57,child
9,16,5.91,adult
1,7,4.32,child
2,7,5.13,adult
3,7,5.59,child
5,2,3.82,child
4,17,4.55,child
8,7,5.42,adult
4,16,4.7,child
2,0,3.25,child
9,6,5.08,adult
7,6,5.23,adult
3,2,5.55,child
0,17,4.3,child
8,0,3.51,child
6,0,3.93,child
5,17,5.87,adult
3,4,5.18,adult
3,12,5.42,child
5,0,5.47,adult
6,0,3.03,child
6,0,2.36,child
4,4,6.08,adult
8,11,5.17,adult
4,1,3.98,child
2,14,5.51,adult
7,3,5.73,adult
4,0,2.74,child
1,6,5.83,adult
3,9,4.86,adult
4,1,2.81,child
2,18,5.65,adult
4,1,2.71,child
8,15,5.87,child
0,1,2.89,child
5,12,5.93,adult
5,1,2.72,child
2,1,3.39,child
5,9,5.67,adult
0,5,5.29,adult
9,14,5.11,adult
1,9,4.78,adult
6,3,5.23,child
8,10,5.79,adult
8,1,3.01,child
4,1,4.08,child
7,10,4.26,child
3,17,5.91,child
4,5,5.42,adult
4,12,5.79,adult
6,2,5.05,adult
0,4,5.04,adult
0,13,6.09,adult
5,3,4.92,child
6,13,5.6,adult
9,11,6.15,adult
1,1,2.91,child
5,5,5.15,child
5,0,2.51,child
0,12,5.27,adult
0,2,3.03,child
2,6,5.53,adult
9,4,4.64,child
1,10,4.51,child
7,9,5.89,child
9,0,3.07,child
0,0,2.21,child
3,0,5.85,adult
3,6,4.61,child
3,0,3.23,child
7,17,5.49,adult
5,13,5.96,adult
0,9,5.12,adult
7,2,4.99,adult
7,5,4.39,child
0,1,2.36,child
9,13,5.35,adult
3,1,3.53,child
3,6,5.63,adult
4,7,5.27,adult
4,5,5.5,child
5,3,5.46,adult
1,3,4.95,adult
9,0,3.88,child
1,4,6.05,adult
6,2,3.41,child
2,0,3.69,child
6,18,5.72,adult
5,1,5.53,child
3,1,3.88,child
1,7,5.41,child
9,0,5.25,adult
6,17,6.11,adult
5,0,2.06,child
8,2,3.82,child
0,16,5.57,adult
4,0,2.39,child
4,17,5.33,adult
3,11,5.09,adult
7,17,5.59,adult
9,18,5.62,child
9,19,5.42,adult
