num_countries,years_school,height,who_am_I
0,17.0,5.386612817274077,Adult
0,8.0,4.343475298406864,Adult
0,25.0,4.277452182154418,Adult
0,20.0,4.285361318755491,Adult
0,15.0,4.526353876608138,Adult
0,21.0,5.625562167057108,Adult
6,14.0,5.681109527702388,Adult
2,23.0,4.3700580034886825,Adult
5,18.0,5.103236234492151,Adult
0,1.0,5.7377821361179855,Adult
10,9.0,6.2032888655293075,Adult
2,17.0,5.26016273041798,Adult
1,1.0,4.280298056024163,Adult
0,23.0,5.281782616224252,Adult
4,20.0,4.445582839037795,Adult
7,8.0,5.951106149728314,Adult
5,17.0,4.277781093410612,Adult
3,9.0,5.715888302102419,Adult
0,4.0,4.335356310268542,Adult
3,22.0,5.632708349172767,Adult
0,19.0,5.874367923407506,Adult
0,14.0,5.728066334576461,Adult
0,0.0,4.935800085368074,Adult
5,5.0,4.628483668610635,Adult
0,0.0,5.9713519528474475,Adult
7,20.0,5.02653539486924,Adult
0,2.0,4.918332288480003,Adult
6,19.0,4.344292278048221,Adult
2,12.0,4.4267876431366044,Adult
0,11.0,4.407179962583076,Adult
0,9.0,4.477490408934146,Adult
6,20.0,4.517570119819866,Adult
2,22.0,5.0019464979888255,Adult
0,23.0,5.019547758098282,Adult
6,16.0,5.190997997131658,Adult
0,9.0,4.602235878803372,Adult
0,19.0,4.51990847974295,Adult
3,21.0,5.910734806675543,Adult
0,23.0,4.705782055913779,Adult
0,24.0,6.081307077344331,Adult
10,10.0,5.949594359154473,Adult
4,17.0,4.539516698832422,Adult
1,15.0,4.829509677035147,Adult
6,13.0,5.660846438905111,Adult
0,22.0,5.1501269051769265,Adult
0,10.0,5.540615611074293,Adult
1,21.0,5.66732423288936,Adult
1,19.0,4.737272306231341,Adult
3,16.0,4.798253199632765,Adult
8,18.0,5.435190616961208,Adult
1,5.0,5.5571590362665,Adult
0,15.0,6.456166569567174,Adult
4,10.0,5.1052754177293345,Adult
0,6.0,6.29269982478008,Adult
1,24.0,4.389853926043317,Adult
5,24.0,5.476480507876622,Adult
8,23.0,5.819634597276318,Adult
9,23.0,5.228062635318803,Adult
2,18.0,4.288942433524976,Adult
0,10.0,4.410746330223807,Adult
7,22.0,4.499153104049675,Adult
4,6.0,5.355575485558324,Adult
0,16.0,4.8329759620345785,Adult
0,18.0,4.321931038659596,Adult
2,5.0,5.09861658387911,Adult
0,25.0,5.100485620647497,Adult
0,9.0,4.477490408934146,Adult
1,20.0,5.763378971402007,Adult
4,25.0,6.045169691822517,Adult
0,9.0,4.602235878803372,Adult
0,10.0,5.237664250229884,Adult
4,23.0,4.496426926368999,Adult
5,2.0,5.365568852598792,Adult
1,2.0,4.304621383002151,Adult
1,14.0,5.808448959170177,Adult
0,20.0,4.772460435490056,Adult
0,12.0,6.136389859959062,Adult
3,14.0,5.066206099150491,Adult
6,23.0,4.937474658276001,Adult
0,6.0,6.29269982478008,Adult
8,3.0,5.085928146153077,Adult
0,18.0,4.863943824956134,Adult
0,25.0,4.209933112503223,Adult
3,13.0,5.795193440422384,Adult
0,18.0,5.578436105082085,Adult
0,0.0,5.229751382487498,Adult
0,9.0,4.732156745632312,Adult
6,22.0,6.137489834982766,Adult
7,17.0,5.173459028484655,Adult
0,25.0,5.90960163811442,Adult
0,23.0,5.215746439977465,Adult
6,18.0,4.463571630244833,Adult
5,13.0,4.399951642973719,Adult
1,7.0,4.488102129411039,Adult
0,17.0,5.5333803936953,Adult
0,19.0,5.7047649492946055,Adult
10,23.0,4.246859968929762,Adult
0,20.0,5.413883937689878,Adult
0,25.0,4.478355534243275,Adult
5,4.0,6.22951880244624,Adult
4,22.0,4.9300844448234145,Adult
3,14.0,4.4460195743929845,Adult
0,11.0,4.653010417387161,Adult
0,17.0,5.7426661817352675,Adult
0,11.0,4.875466908082877,Adult
9,22.0,4.413038465413534,Adult
0,3.0,5.452495733798891,Adult
0,17.0,5.261304781000393,Adult
3,20.0,4.883863416796817,Adult
8,9.0,5.0218545746521865,Adult
5,24.0,4.480762749616938,Adult
9,20.0,4.535221603563711,Adult
2,14.0,4.997387086534935,Adult
2,11.0,5.744134467246015,Adult
1,0.0,6.097414415943538,Child
7,0.0,2.664678695613774,Child
0,0.0,0.6629888670797319,Child
0,4.0,3.500891146081916,Child
7,1.0,4.727924090974839,Child
5,3.0,3.595701517068912,Child
0,2.0,3.3213287987686018,Child
0,4.0,3.9395914219301646,Child
0,0.0,2.430235126214587,Child
0,0.0,1.7512195747384398,Child
1,0.0,0.2594580570937235,Child
7,2.0,4.907869753783449,Child
0,1.0,3.917747616591294,Child
0,0.0,1.3928003605593182,Child
0,0.0,2.549643468787973,Child
0,1.0,4.947094132740342,Child
5,0.0,4.135592320401279,Child
0,13.0,5.808427160856318,Child
0,4.0,4.43628402302239,Child
0,0.0,4.463816021207836,Child
0,3.0,3.6639689797913255,Child
4,9.0,5.862657900013407,Child
1,4.0,3.544510254556637,Child
5,2.0,3.99494094070152,Child
8,0.0,0.21193400499216564,Child
4,1.0,3.8171272982128475,Child
15,12.0,4.894970781698355,Child
0,0.0,1.14763340081337,Child
10,0.0,3.5556946687578,Child
9,0.0,1.531506601415583,Child
11,4.0,3.5913171003768216,Child
0,8.0,5.2329411189185535,Child
10,11.0,4.3310767291992915,Child
1,0.0,2.8672967645590974,Child
8,1.0,3.702446023924366,Child
0,0.0,2.636718106216634,Child
0,0.0,2.7666474040177933,Child
0,0.0,2.9150469122012606,Child
0,3.0,3.516052049628726,Child
0,2.0,4.136162823004236,Child
4,12.0,4.980750570446587,Child
0,4.0,6.1026648510351365,Child
4,2.0,3.249671148001154,Child
8,4.0,4.15314710481552,Child
0,0.0,1.2169662504363048,Child
2,2.0,3.4192053436780867,Child
0,0.0,2.485840578587082,Child
9,4.0,3.8024749353955207,Child
7,13.0,4.495821788762952,Child
0,4.0,3.642316700195325,Child
4,1.0,3.3056634366496866,Child
2,4.0,3.3570651117794217,Child
6,5.0,5.308590726847506,Child
4,2.0,3.9759795703195366,Child
8,0.0,2.540376464338112,Child
4,0.0,0.7692328521350915,Child
3,0.0,0.8550535267386272,Child
7,2.0,3.4804455964719616,Child
7,4.0,3.643226069721927,Child
0,1.0,3.9546828965842566,Child
0,0.0,2.9737162732819984,Child
0,4.0,3.912966690062289,Child
4,0.0,2.7650666722610158,Child
0,2.0,3.3213287987686018,Child
5,4.0,4.052556114984758,Child
1,0.0,4.018621401817998,Child
1,0.0,3.2815168556503567,Child
1,0.0,1.7750337955121465,Child
0,0.0,2.6852655030690853,Child
0,5.0,4.294711549015398,Child
0,0.0,1.637985127445916,Child
10,0.0,3.056665064208922,Child
3,2.0,5.0174243736413215,Child
0,13.0,6.267110388386651,Child
0,0.0,2.2977996219076195,Child
0,3.0,3.620347113614654,Child
0,6.0,4.350832400688083,Child
5,0.0,2.5005117640599677,Child
1,0.0,3.7710018215034915,Child
5,2.0,3.323931310234441,Child
0,0.0,2.992975533084863,Child
0,0.0,2.6852655030690853,Child
1,3.0,3.515065251281595,Child
7,3.0,3.8411183990546114,Child
0,0.0,3.261481137855448,Child
4,0.0,2.1347488052147057,Child
0,3.0,3.6199496798802673,Child
7,0.0,0.5268391947216222,Child
4,10.0,6.2492664980554915,Child
7,2.0,3.3804902608105802,Child
0,0.0,1.9218205153355399,Child
0,0.0,1.6364705676582991,Child
0,0.0,2.407785506963628,Child
7,3.0,3.6488152344196547,Child
0,0.0,2.7666474040177933,Child
1,0.0,2.3555581647160957,Child
0,0.0,2.755654043636528,Child
1,1.0,3.757866902735736,Child
6,0.0,0.4173696476108093,Child
0,3.0,3.8276364635575395,Child
1,4.0,3.085376273374621,Child
1,4.0,4.168217305371174,Child
6,0.0,2.5625110333128376,Child
5,0.0,2.8998413067189386,Child
2,4.0,3.7150913764388376,Child
4,0.0,2.0530958481287076,Child
5,0.0,2.5005117640599677,Child
2,0.0,1.3713257907300234,Child
3,0.0,2.234142585779318,Child
3,8.0,5.461980777778756,Child
2,5.0,4.67147731762722,Child
3,2.0,4.144114656268569,Child
3,0.0,4.137237066306012,Child
1,1.0,4.3499234234661035,Child
0,3.0,3.9047209850111644,Child
9,0.0,2.71520722442789,Child
1,3.0,4.5249663821037025,Child
4,0.0,4.09695859280055,Child
0,0.0,1.7096008937437777,Child
4,1.0,3.5527183114212875,Child
4,0.0,2.1347488052147057,Child
2,12.0,4.627490572154575,Child
3,0.0,4.07255718209551,Child
4,0.0,0.6566445438021558,Child
6,0.0,3.780994610322959,Child
9,0.0,0.9819144572717602,Child
0,1.0,3.1825899444761596,Child
0,0.0,1.0171375919417502,Child
0,0.0,0.418082659457931,Child
0,3.0,3.583905076275987,Child
2,0.0,2.848108957123263,Child
4,1.0,3.1028015923995387,Child
0,2.0,3.6148982877533227,Child
0,0.0,3.93794477344812,Child
0,2.0,3.0739456862564887,Child
3,4.0,5.03468574195823,Child
6,7.0,5.081550663109622,Child
1,3.0,3.7288690323827147,Child
6,4.0,3.3775965875466,Child
12,0.0,4.101315316639747,Child
3,2.0,3.531162093950258,Child
5,0.0,2.3439629629931127,Child
3,9.0,5.473091289540466,Child
0,0.0,3.1366638039342667,Child
9,0.0,2.7122572649387147,Child
0,0.0,2.8316126344530015,Child
0,0.0,2.9363844896326965,Child
2,2.0,3.557173120519501,Child
0,15.0,6.236126010995395,Child
0,0.0,0.5425358850332076,Child
10,0.0,2.794443493863379,Child
1,0.0,3.5443171573749925,Child
0,4.0,4.43628402302239,Child
4,3.0,3.334780876552068,Child
9,0.0,2.8092825664388035,Child
7,2.0,3.955405678021734,Child
0,5.0,5.079267525587788,Child
13,6.0,5.0526961481352926,Child
1,0.0,3.5443171573749925,Child
1,7.0,5.632913713757152,Child
4,0.0,1.2232872977173472,Child
3,0.0,2.6076414070098433,Child
1,0.0,0.2209443235757429,Child
0,4.0,3.718368434456429,Child
1,2.0,3.0459636568174444,Child
0,9.0,6.230638786207013,Child
0,1.0,3.7213455640996553,Child
0,4.0,3.9505102982015488,Child
3,11.0,5.301186324818479,Child
0,0.0,4.083917315150049,Child
0,0.0,3.350222801789723,Child
4,2.0,4.005189806311218,Child
11,3.0,4.101346444008566,Child
0,4.0,4.116737127188308,Child
0,0.0,0.418082659457931,Child
0,0.0,2.493716791635717,Child
7,0.0,0.5268391947216222,Child
1,0.0,0.7113481512458222,Child
5,1.0,3.9488505934139386,Child
11,0.0,2.0739759042669466,Child
0,0.0,2.9916391526149777,Child
7,3.0,3.682752204956229,Child
10,0.0,1.103972843564942,Child
0,4.0,4.188808554572521,Child
0,0.0,2.755654043636528,Child
0,4.0,4.610492185603457,Child
4,0.0,2.08826841646449,Child
0,5.0,4.51978493799135,Child
8,0.0,4.402340710103852,Child
0,11.0,5.43742271780337,Child
7,3.0,3.133259662055814,Child
5,0.0,2.6053938977208944,Child
7,13.0,4.495821788762952,Child
4,0.0,3.973325056348922,Child
9,4.0,4.1598753342926065,Child
6,2.0,3.8724805212035864,Child
0,4.0,5.220299096525988,Child
4,0.0,2.2215973766138486,Child
0,0.0,1.7096008937437777,Child
0,0.0,2.559638108219888,Child
4,9.0,5.862657900013407,Child
6,2.0,4.10024686724727,Child
3,3.0,3.835165437215592,Child
2,4.0,3.4193212134742836,Child
0,1.0,4.685929600667145,Child
0,0.0,2.238213385273677,Child
1,3.0,5.206475352016408,Child
7,0.0,2.6199823755376794,Child
3,4.0,3.0367865855719915,Child
0,0.0,2.142896774899786,Child
0,0.0,2.5079454639332854,Child
5,6.0,4.635881130514494,Child
8,0.0,1.049915849517145,Child
7,2.0,3.9153613542696895,Child
0,0.0,1.078266521703397,Child
0,2.0,4.160778445963711,Child
0,0.0,2.8876461067956933,Child
2,0.0,0.48394683088775636,Child
8,1.0,3.908185448020248,Child
0,0.0,2.3795214886158718,Child
0,2.0,4.049195348579936,Child
3,0.0,1.854606207053461,Child
2,0.0,2.152635440050272,Child
0,0.0,2.3209349342526915,Child
0,0.0,4.789527235766087,Child
6,0.0,2.4799532791949557,Child
5,0.0,0.9880233056483987,Child
6,11.0,4.559252719835445,Child
0,0.0,2.3018999595507763,Child
3,0.0,2.6791661336225934,Child
11,0.0,0.9654115928880587,Child
0,0.0,1.8367741252557317,Child
0,0.0,0.41154503750277494,Child
13,4.0,4.769563529780263,Child
0,0.0,0.9403527509839953,Child
0,0.0,0.9423796355314695,Child
4,0.0,2.4407073164880253,Child
2,2.0,3.784369068852902,Child
8,0.0,3.7994875677732365,Child
0,1.0,3.0995410750267807,Child
17,0.0,2.4305620206775878,Child
1,0.0,2.1285852208709115,Child
0,6.0,5.119442786048486,Child
0,4.0,4.156190182772804,Child
0,0.0,3.6139695485682592,Child
0,0.0,0.4593648531150465,Child
2,0.0,3.1763846595433782,Child
1,9.0,4.57509286666664,Child
10,0.0,2.1404906733475713,Child
0,0.0,1.5468737674646347,Child
0,15.0,4.554851181756387,Child
3,11.0,4.422996784635685,Child
0,3.0,3.431215079989713,Child
0,0.0,2.1796393928048334,Child
4,0.0,0.3805393557450514,Child
2,0.0,3.0617424081658915,Child
0,0.0,1.7333901897432984,Child
1,3.0,5.206475352016408,Child
0,1.0,3.8509317799053684,Child
5,0.0,2.3319582031381785,Child
0,3.0,3.3584607088328218,Child
5,15.0,5.639037377702988,Child
0,0.0,1.7586318228294098,Child
6,1.0,4.433651365024749,Child
3,4.0,3.022819722086608,Child
0,4.0,3.450453355005096,Child
0,2.0,4.045316658243238,Child
0,1.0,3.651834453325513,Child
7,1.0,4.727924090974839,Child
0,3.0,3.7259203644499372,Child
0,0.0,2.6771205957367985,Child
1,2.0,4.003195282249062,Child
0,0.0,4.742338032244533,Child
5,2.0,5.705611082856004,Child
4,2.0,3.9409542720382493,Child
1,4.0,4.2419739667879846,Child
6,2.0,4.140136717355599,Child
0,0.0,1.159780769677608,Child
0,0.0,0.6503895306854979,Child
6,0.0,2.405540443377018,Child
3,0.0,2.2166409186971956,Child
7,0.0,2.272919146178568,Child
0,2.0,3.5599150862163595,Child
6,0.0,2.4799532791949557,Child
9,1.0,3.5478715937950778,Child
1,0.0,1.178400348041745,Child
0,5.0,4.221283664744862,Child
7,0.0,1.9512030183077886,Child
2,0.0,2.4235285191192464,Child
2,0.0,0.675425648823222,Child
5,1.0,3.8156168041647494,Child
0,0.0,3.6410137076861586,Child
0,1.0,3.739374872209767,Child
0,0.0,3.4692651249569693,Child
2,0.0,2.327941193223827,Child
8,3.0,3.8593980574487237,Child
6,9.0,4.564041978330704,Child
0,15.0,6.328748387465736,Child
7,0.0,2.9155455281155938,Child
2,0.0,2.104379319743366,Child
3,1.0,4.076644977428986,Child
0,1.0,3.9687515271054816,Child
4,3.0,3.876960278865539,Child
0,4.0,3.718368434456429,Child
0,0.0,3.787683835800136,Child
11,1.0,4.728418613382124,Child
1,3.0,3.68900279987978,Child
0,2.0,3.778569465588638,Child
2,4.0,3.6916143019755676,Child
9,1.0,3.6121407012214046,Child
7,2.0,6.112158807430639,Child
3,2.0,3.7382497340930865,Child
0,0.0,1.0571434538747697,Child
0,0.0,0.5395678657446541,Child
13,4.0,4.769563529780263,Child
6,1.0,3.6193896100889495,Child
3,1.0,3.788489862780755,Child
5,0.0,1.8611247698459672,Child
0,6.0,4.8326124009354805,Child
4,0.0,0.6566445438021558,Child
0,0.0,1.2130011492353718,Child
10,3.0,3.9110642095409767,Child
0,1.0,3.0995410750267807,Child
1,7.0,5.327088337836351,Child
8,0.0,2.540376464338112,Child
3,0.0,2.9496558620462783,Child
2,3.0,4.191234986803578,Child
0,4.0,3.210677939170726,Child
3,1.0,3.9889190871573947,Child
0,2.0,4.173399296655313,Child
8,3.0,4.152484144401455,Child
0,4.0,3.5026874657848825,Child
1,1.0,3.7274554158051,Child
0,5.0,5.144104162705296,Child
2,1.0,3.6812821678501653,Child
0,2.0,3.986511794748515,Child
4,0.0,3.546934430235003,Child
3,0.0,3.4021027749459933,Child
4,0.0,2.6407983463423235,Child
0,2.0,3.379436454839162,Child
0,0.0,0.7295525258143543,Child
1,0.0,2.164950869239169,Child
4,2.0,3.738337425953053,Child
3,0.0,2.1255765940103717,Child
2,2.0,3.8128952167217562,Child
1,0.0,1.9300623215175117,Child
0,0.0,1.461887064126591,Child
4,0.0,3.814509381213748,Child
1,0.0,1.1635146524188054,Child
4,0.0,1.9205612375012286,Child
0,2.0,4.828518523980274,Child
8,0.0,3.720023574796449,Child
10,4.0,4.104591724361904,Child
0,4.0,3.1786973423129234,Child
0,0.0,2.644425080734533,Child
9,3.0,3.8992151176400416,Child
8,3.0,3.3340865625529568,Child
6,0.0,0.9268314735461325,Child
0,0.0,2.8209251179877652,Child
5,0.0,4.1936065013969905,Child
0,0.0,2.041613837090837,Child
7,0.0,0.41642689731773697,Child
14,0.0,2.4021396671810216,Child
2,0.0,1.906315370247114,Child
0,3.0,4.0128932526515335,Child
5,0.0,1.5710954297210669,Child
4,3.0,3.876960278865539,Child
0,0.0,1.14763340081337,Child
3,0.0,2.0229875836966453,Child
0,0.0,3.8763434130573597,Child
13,0.0,0.8905279892424365,Child
0,0.0,1.075451260798483,Child
2,4.0,3.6539881672009464,Child
0,4.0,5.220299096525988,Child
5,0.0,2.419436397594779,Child
2,0.0,0.675425648823222,Child
8,0.0,1.9982604557949109,Child
12,0.0,1.4213608447626895,Child
0,0.0,2.6327291236103165,Child
1,3.0,3.4681786678091586,Child
0,0.0,4.005909469359623,Child
0,4.0,3.365754457875899,Child
1,2.0,4.677220175887699,Child
4,0.0,2.4407073164880253,Child
2,0.0,2.301548590869973,Child
3,4.0,5.605514899326987,Child
0,0.0,2.9637218990599057,Child
4,0.0,2.0530958481287076,Child
6,0.0,0.4173696476108093,Child
0,3.0,3.0277610146807596,Child
0,3.0,3.749990184609639,Child
1,1.0,6.145642617833307,Child
8,1.0,3.7685695248419493,Child
0,6.0,5.592096622073965,Child
6,0.0,2.419189523143549,Child
7,0.0,1.09584674179803,Child
1,0.0,2.882445098001117,Child
11,0.0,4.088005134103109,Child
7,2.0,3.9153613542696895,Child
0,0.0,2.9188327591664223,Child
0,8.0,5.8784014934592275,Child
5,3.0,4.456338634233166,Child
0,0.0,0.7677236426964269,Child
0,0.0,2.5697937633508348,Child
0,0.0,2.755654043636528,Child
17,0.0,2.4305620206775878,Child
1,1.0,3.3319708081838524,Child
0,0.0,2.0019438516104313,Child
0,4.0,4.044200980636514,Child
0,0.0,2.957879826265189,Child
0,1.0,3.9687515271054816,Child
4,0.0,2.4970734876511247,Child
3,3.0,3.1947207276606173,Child
7,0.0,1.9512030183077886,Child
1,0.0,3.104545540720794,Child
0,3.0,3.1421445823016834,Child
1,0.0,2.1663553134403273,Child
4,0.0,0.47213751047804386,Child
0,3.0,3.699530392750775,Child
4,0.0,3.119704473484944,Child
0,2.0,3.87985843659326,Child
1,0.0,3.977303446818561,Child
3,0.0,2.2940679052153783,Child
2,9.0,6.106165963629588,Child
0,4.0,3.1952403563245233,Child
11,15.0,5.877918963205147,Child
0,0.0,1.461887064126591,Child
0,0.0,3.9393034502869853,Child
0,4.0,3.693577873293383,Child
0,2.0,3.797720689162324,Child
7,0.0,2.715407911769727,Child
7,2.0,4.907869753783449,Child
2,0.0,4.72047525289357,Child
0,0.0,2.866547967449534,Child
8,0.0,1.2886141167086396,Child
9,2.0,3.2251735431114295,Child
0,0.0,3.5976879065052043,Child
0,3.0,3.583905076275987,Child
9,3.0,3.5892755859609533,Child
0,3.0,3.8499509221063555,Child
9,0.0,2.4653872294119212,Child
0,0.0,2.9670178014302193,Child
4,0.0,0.5609254231794338,Child
9,0.0,3.806986816943223,Child
6,0.0,2.017359779990204,Child
0,1.0,3.9959287791189535,Child
0,0.0,4.591310571917079,Child
7,0.0,2.556521241271846,Child
0,0.0,2.361814641020403,Child
1,0.0,2.4942565239876346,Child
0,0.0,2.9654574593804632,Child
0,15.0,4.563743624757539,Child
0,4.0,4.43628402302239,Child
0,4.0,3.0490368807570434,Child
0,0.0,2.8748080063948063,Child
2,0.0,1.6451018079357649,Child
5,0.0,1.1364508801685074,Child
5,11.0,4.483949494501853,Child
0,15.0,5.6643616829036505,Child
2,15.0,5.068734378820271,Child
3,4.0,3.859617020268577,Child
0,1.0,3.447778663845642,Child
0,0.0,1.461887064126591,Child
3,1.0,4.191555446065552,Child
0,0.0,2.0354832174481134,Child
0,2.0,3.2131287852821,Child
0,0.0,0.061902553322227494,Child
0,0.0,4.031707831121645,Child
4,1.0,3.717083255877047,Child
0,4.0,3.674162495207041,Child
4,1.0,5.785966198357037,Child
0,0.0,2.4959213580823985,Child
0,7.0,5.769282716574459,Child
4,3.0,3.876960278865539,Child
8,1.0,3.908185448020248,Child
7,0.0,2.721630513306801,Child
9,6.0,4.541522694553652,Child
1,0.0,3.1405681884195187,Child
8,0.0,2.0963169381665514,Child
0,0.0,2.430235126214587,Child
0,3.0,5.369046574279346,Child
4,8.0,4.742734910328603,Child
2,0.0,2.746385819299638,Child
0,0.0,0.7135580577781853,Child
0,7.0,4.522932064734264,Child
1,0.0,1.9991563717669032,Child
8,0.0,4.052775410740814,Child
0,0.0,4.175131277959654,Child
1,0.0,0.31543757098535297,Child
6,0.0,3.1523076945044726,Child
0,0.0,1.0171375919417502,Child
5,0.0,2.4984736480448966,Child
8,2.0,3.963132546957969,Child
7,0.0,2.485286685795021,Child
0,0.0,3.5378449382263097,Child
0,1.0,3.399985895033441,Child
0,4.0,4.057591553748155,Child
9,0.0,2.1622025542971492,Child
1,0.0,1.7750337955121465,Child
2,4.0,5.204091340537302,Child
4,0.0,3.752555791367243,Child
5,0.0,0.05622709152403216,Child
0,0.0,2.4734770930000067,Child
4,2.0,3.738337425953053,Child
0,0.0,3.968486018350073,Child
0,14.0,4.563088841948954,Child
5,0.0,2.8383568956822756,Child
8,0.0,1.8512456577810807,Child
0,0.0,2.028050303971829,Child
0,0.0,3.3153875157060058,Child
5,0.0,1.438401725761015,Child
6,0.0,0.7676298998998914,Child
0,0.0,2.950324256046186,Child
8,0.0,2.0963169381665514,Child
0,3.0,4.0128932526515335,Child
0,0.0,1.9754078905203354,Child
6,1.0,3.776799874008484,Child
0,3.0,3.198367583452689,Child
0,4.0,3.500332010848002,Child
9,0.0,2.7270644353451727,Child
3,0.0,4.1830833236288045,Child
0,2.0,3.7550133549144418,Child
4,0.0,2.106338939887646,Child
0,0.0,2.8714672442036884,Child
3,0.0,0.23040239766694226,Child
0,9.0,6.230638786207013,Child
2,0.0,2.127491684182547,Child
0,0.0,3.4689673558773886,Child
9,12.0,4.92460248618882,Child
6,1.0,3.7029078334049643,Child
0,6.0,5.671010350071145,Child
13,1.0,3.0362772841141608,Child
0,0.0,2.0365127481182768,Child
0,0.0,4.123994131967529,Child
0,11.0,5.586217182187303,Child
5,6.0,5.741797029541974,Child
0,0.0,1.3016850106682845,Child
12,0.0,1.4213608447626895,Child
4,4.0,4.130013018524503,Child
0,10.0,6.21509387489946,Child
