# num_countries,years_school,height,adult
68.00,4.00,5.42,1.00
14.00,16.00,4.96,1.00
24.00,5.00,4.35,1.00
46.00,9.00,3.68,1.00
3.00,10.00,5.86,0.00
57.00,6.00,3.79,1.00
7.00,0.00,5.71,0.00
0.00,10.00,5.11,0.00
2.00,8.00,5.48,0.00
6.00,8.00,5.93,0.00
82.00,0.00,5.53,1.00
0.00,5.00,5.61,0.00
6.00,3.00,5.74,0.00
37.00,2.00,5.85,1.00
4.00,2.00,6.05,0.00
49.00,6.00,4.06,1.00
89.00,10.00,4.16,1.00
2.00,0.00,5.23,0.00
53.00,10.00,5.37,1.00
58.00,12.00,3.57,1.00
6.00,3.00,6.05,0.00
74.00,6.00,2.89,1.00
59.00,9.00,5.75,1.00
32.00,5.00,4.44,1.00
0.00,1.00,5.77,0.00
0.00,2.00,5.13,0.00
55.00,7.00,4.35,1.00
17.00,15.00,4.16,1.00
59.00,18.00,5.81,1.00
90.00,9.00,4.07,1.00
87.00,1.00,3.10,1.00
2.00,3.00,5.54,0.00
8.00,1.00,4.95,0.00
9.00,0.00,5.59,0.00
61.00,14.00,5.00,1.00
1.00,3.00,5.59,0.00
0.00,5.00,6.20,0.00
94.00,3.00,4.11,1.00
6.00,5.00,5.11,0.00
55.00,11.00,3.32,1.00
42.00,18.00,2.10,1.00
97.00,5.00,2.25,1.00
20.00,1.00,5.39,1.00
93.00,2.00,2.07,1.00
5.00,9.00,5.05,0.00
77.00,7.00,3.36,1.00
2.00,6.00,5.71,0.00
40.00,16.00,5.10,1.00
1.00,7.00,5.08,1.00
89.00,5.00,3.89,1.00
95.00,8.00,2.28,1.00
41.00,2.00,3.34,1.00
4.00,18.00,2.50,0.00
5.00,9.00,5.16,0.00
6.00,1.00,5.62,0.00
0.00,7.00,5.77,0.00
18.00,11.00,2.03,1.00
27.00,9.00,4.47,1.00
30.00,0.00,4.75,1.00
2.00,3.00,5.62,0.00
7.00,18.00,4.62,1.00
0.00,9.00,5.26,0.00
55.00,8.00,5.47,1.00
3.00,3.00,3.70,0.00
0.00,0.00,5.40,0.00
3.00,4.00,5.77,0.00
6.00,16.00,3.31,0.00
9.00,10.00,6.12,0.00
78.00,9.00,2.88,1.00
3.00,3.00,5.39,0.00
72.00,8.00,4.10,1.00
7.00,1.00,5.17,0.00
21.00,16.00,3.17,1.00
64.00,13.00,5.55,1.00
3.00,1.00,5.18,0.00
42.00,13.00,5.21,1.00
0.00,5.00,5.48,0.00
29.00,4.00,3.55,1.00
0.00,2.00,5.33,0.00
36.00,0.00,3.86,1.00
91.00,12.00,4.10,1.00
8.00,5.00,5.36,0.00
67.00,5.00,3.23,1.00
64.00,19.00,4.30,1.00
3.00,5.00,4.98,0.00
45.00,19.00,4.33,1.00
11.00,9.00,4.53,1.00
8.00,8.00,5.33,0.00
2.00,3.00,5.59,0.00
2.00,10.00,5.40,0.00
63.00,6.00,5.69,1.00
3.00,6.00,5.77,0.00
3.00,14.00,5.33,1.00
59.00,19.00,5.29,1.00
8.00,5.00,5.29,0.00
2.00,2.00,5.30,0.00
6.00,9.00,5.39,0.00
17.00,15.00,5.61,1.00
89.00,9.00,3.09,1.00
89.00,18.00,5.89,1.00
96.00,10.00,2.19,1.00
44.00,17.00,4.70,1.00
5.00,9.00,5.42,0.00
9.00,9.00,5.79,0.00
4.00,6.00,5.70,0.00
2.00,2.00,5.50,0.00
4.00,9.00,2.03,0.00
7.00,2.00,5.76,0.00
3.00,9.00,5.47,0.00
7.00,10.00,5.57,0.00
7.00,4.00,5.12,0.00
61.00,0.00,5.70,1.00
6.00,6.00,5.49,0.00
21.00,12.00,5.56,1.00
71.00,16.00,3.37,1.00
9.00,6.00,4.90,0.00
3.00,2.00,5.27,0.00
5.00,3.00,5.44,0.00
5.00,4.00,5.10,1.00
86.00,3.00,5.62,1.00
59.00,11.00,5.15,1.00
45.00,7.00,5.40,1.00
0.00,5.00,5.23,0.00
70.00,17.00,3.74,1.00
54.00,15.00,5.99,1.00
3.00,0.00,5.44,0.00
28.00,6.00,3.17,1.00
3.00,6.00,5.36,0.00
0.00,6.00,5.39,0.00
61.00,9.00,4.38,1.00
86.00,16.00,2.52,1.00
26.00,7.00,5.66,1.00
5.00,11.00,2.73,0.00
9.00,0.00,5.62,0.00
23.00,12.00,3.34,1.00
32.00,19.00,2.68,1.00
0.00,18.00,4.33,0.00
3.00,6.00,4.85,0.00
4.00,1.00,5.29,0.00
93.00,4.00,4.11,1.00
8.00,9.00,5.37,0.00
48.00,5.00,3.97,1.00
5.00,6.00,5.66,0.00
59.00,13.00,4.14,1.00
16.00,3.00,2.73,1.00
80.00,8.00,3.85,1.00
88.00,3.00,3.26,1.00
7.00,5.00,5.51,0.00
69.00,16.00,2.22,1.00
88.00,11.00,3.11,1.00
7.00,7.00,5.72,0.00
41.00,5.00,3.74,1.00
38.00,10.00,5.24,1.00
5.00,0.00,5.71,0.00
5.00,10.00,5.75,0.00
28.00,17.00,3.23,1.00
30.00,16.00,2.75,1.00
4.00,9.00,5.40,0.00
9.00,0.00,5.82,0.00
0.00,1.00,5.43,0.00
4.00,7.00,5.28,0.00
9.00,2.00,5.39,0.00
35.00,16.00,5.21,1.00
31.00,19.00,3.40,1.00
2.00,4.00,5.48,0.00
66.00,0.00,3.61,1.00
35.00,4.00,4.58,1.00
14.00,14.00,4.79,1.00
25.00,9.00,4.64,1.00
86.00,19.00,3.64,1.00
1.00,3.00,5.13,0.00
28.00,12.00,5.90,1.00
51.00,15.00,2.51,1.00
3.00,0.00,4.95,0.00
34.00,5.00,4.79,1.00
6.00,9.00,5.89,0.00
6.00,5.00,5.87,0.00
88.00,0.00,3.63,1.00
5.00,0.00,5.49,0.00
88.00,4.00,5.49,1.00
2.00,6.00,5.41,0.00
84.00,4.00,3.54,1.00
7.00,10.00,5.00,0.00
2.00,9.00,5.81,0.00
62.00,3.00,4.61,1.00
1.00,7.00,5.53,0.00
6.00,7.00,5.54,0.00
2.00,4.00,5.85,0.00
75.00,8.00,2.60,1.00
15.00,15.00,5.55,1.00
4.00,1.00,5.33,0.00
58.00,13.00,2.18,1.00
66.00,18.00,2.61,1.00
8.00,8.00,5.04,0.00
7.00,12.00,4.44,0.00
55.00,13.00,4.10,1.00
8.00,10.00,5.82,0.00
8.00,1.00,5.97,0.00
4.00,10.00,2.41,0.00
6.00,6.00,4.00,0.00
56.00,17.00,2.56,1.00
8.00,4.00,5.18,0.00
63.00,4.00,5.74,1.00
8.00,3.00,4.86,0.00
44.00,2.00,5.94,1.00
81.00,1.00,5.73,1.00
67.00,2.00,2.49,1.00
26.00,12.00,3.90,1.00
6.00,5.00,5.53,0.00
5.00,3.00,5.37,0.00
1.00,6.00,2.69,0.00
33.00,4.00,2.83,1.00
46.00,7.00,4.43,1.00
64.00,4.00,5.99,1.00
72.00,19.00,3.41,1.00
81.00,17.00,3.13,1.00
59.00,6.00,4.04,1.00
85.00,9.00,5.58,1.00
1.00,0.00,5.55,0.00
9.00,8.00,2.49,0.00
6.00,5.00,5.48,0.00
8.00,8.00,5.92,0.00
40.00,13.00,2.56,1.00
45.00,16.00,2.68,1.00
1.00,6.00,5.66,0.00
5.00,4.00,5.67,0.00
9.00,8.00,5.45,0.00
91.00,9.00,2.24,1.00
7.00,1.00,6.02,0.00
67.00,2.00,2.42,1.00
10.00,8.00,2.20,0.00
3.00,3.00,5.84,0.00
50.00,3.00,5.88,1.00
1.00,4.00,6.22,0.00
0.00,5.00,5.52,0.00
14.00,16.00,2.42,1.00
5.00,2.00,6.18,0.00
1.00,0.00,5.41,0.00
1.00,2.00,5.59,0.00
7.00,5.00,5.58,0.00
51.00,9.00,5.10,1.00
18.00,8.00,2.08,1.00
1.00,7.00,5.59,0.00
6.00,9.00,5.42,0.00
1.00,8.00,5.45,0.00
28.00,4.00,3.56,1.00
2.00,8.00,5.15,0.00
4.00,8.00,5.05,0.00
3.00,10.00,5.52,0.00
0.00,5.00,5.53,0.00
2.00,11.00,4.23,0.00
33.00,15.00,4.98,1.00
0.00,10.00,5.94,0.00
0.00,6.00,5.47,0.00
5.00,5.00,5.25,0.00
57.00,12.00,2.02,1.00
42.00,6.00,2.73,1.00
51.00,7.00,4.24,1.00
5.00,1.00,5.85,0.00
86.00,8.00,4.68,1.00
6.00,7.00,5.33,0.00
8.00,0.00,4.33,0.00
1.00,9.00,5.88,0.00
32.00,7.00,5.47,1.00
10.00,9.00,4.16,0.00
44.00,19.00,4.35,1.00
2.00,3.00,4.89,0.00
9.00,2.00,4.74,1.00
14.00,7.00,3.79,1.00
3.00,3.00,3.29,0.00
4.00,2.00,5.65,0.00
0.00,8.00,5.17,0.00
49.00,6.00,3.55,1.00
35.00,3.00,5.12,1.00
5.00,7.00,5.19,0.00
6.00,4.00,5.65,0.00
3.00,9.00,4.32,0.00
52.00,17.00,5.68,1.00
97.00,6.00,5.74,1.00
7.00,10.00,5.43,0.00
24.00,15.00,2.09,1.00
6.00,3.00,5.23,0.00
9.00,0.00,5.15,0.00
3.00,3.00,5.49,0.00
2.00,2.00,5.13,0.00
96.00,0.00,4.24,1.00
16.00,6.00,2.20,1.00
2.00,7.00,4.99,0.00
27.00,5.00,2.00,1.00
6.00,2.00,5.39,0.00
2.00,17.00,5.38,1.00
7.00,0.00,5.01,0.00
5.00,10.00,5.85,0.00
74.00,15.00,5.06,1.00
4.00,10.00,5.32,0.00
7.00,9.00,5.87,0.00
14.00,2.00,3.28,1.00
3.00,1.00,5.25,0.00
1.00,2.00,5.43,0.00
2.00,9.00,5.85,0.00
0.00,10.00,5.47,1.00
61.00,10.00,3.62,1.00
88.00,9.00,5.83,1.00
2.00,1.00,5.59,0.00
80.00,2.00,4.53,1.00
81.00,6.00,4.78,1.00
33.00,2.00,2.73,1.00
9.00,6.00,5.46,0.00
88.00,16.00,3.09,1.00
1.00,4.00,5.47,0.00
38.00,14.00,4.76,1.00
9.00,8.00,5.74,0.00
5.00,8.00,5.76,0.00
1.00,3.00,5.19,0.00
86.00,11.00,2.68,1.00
6.00,8.00,5.32,0.00
76.00,6.00,5.59,1.00
7.00,0.00,4.96,0.00
0.00,6.00,5.56,0.00
79.00,12.00,2.91,1.00
16.00,12.00,5.52,1.00
83.00,10.00,4.41,1.00
6.00,5.00,2.69,0.00
69.00,7.00,4.43,1.00
80.00,16.00,2.28,1.00
5.00,9.00,5.36,0.00
84.00,12.00,5.41,1.00
33.00,8.00,3.81,1.00
32.00,12.00,4.56,1.00
70.00,8.00,5.76,1.00
68.00,3.00,3.79,1.00
20.00,11.00,4.90,1.00
36.00,15.00,5.52,1.00
5.00,0.00,5.13,0.00
24.00,11.00,3.35,1.00
2.00,2.00,5.32,0.00
0.00,7.00,5.62,0.00
0.00,6.00,5.46,0.00
92.00,3.00,2.49,1.00
4.00,7.00,5.08,0.00
6.00,9.00,5.57,0.00
69.00,5.00,5.88,1.00
2.00,0.00,5.58,0.00
26.00,15.00,3.46,1.00
93.00,3.00,3.54,1.00
4.00,8.00,5.77,0.00
0.00,6.00,5.55,0.00
0.00,9.00,5.20,0.00
9.00,10.00,5.47,0.00
85.00,1.00,4.92,1.00
2.00,3.00,5.54,0.00
6.00,1.00,5.22,0.00
33.00,19.00,5.00,1.00
72.00,0.00,3.56,1.00
3.00,4.00,5.32,0.00
0.00,10.00,6.00,0.00
75.00,16.00,2.48,1.00
3.00,1.00,5.44,0.00
43.00,2.00,2.84,1.00
61.00,4.00,2.57,1.00
64.00,9.00,3.11,1.00
0.00,2.00,5.45,0.00
21.00,14.00,3.28,1.00
4.00,4.00,5.21,0.00
64.00,12.00,3.62,1.00
3.00,8.00,5.99,0.00
0.00,5.00,5.39,0.00
14.00,1.00,4.07,1.00
38.00,2.00,4.86,1.00
1.00,4.00,5.30,0.00
62.00,15.00,2.71,1.00
89.00,15.00,5.19,1.00
69.00,0.00,4.56,1.00
3.00,2.00,5.20,0.00
0.00,10.00,5.76,0.00
5.00,2.00,5.93,0.00
0.00,0.00,6.20,0.00
64.00,14.00,4.60,1.00
60.00,17.00,5.08,1.00
6.00,5.00,5.39,0.00
97.00,9.00,4.65,1.00
0.00,10.00,5.69,0.00
1.00,4.00,6.17,0.00
5.00,1.00,5.37,0.00
9.00,0.00,6.22,0.00
7.00,5.00,5.53,0.00
81.00,1.00,5.54,1.00
20.00,0.00,5.12,1.00
8.00,2.00,5.53,0.00
20.00,3.00,4.77,1.00
6.00,7.00,5.42,0.00
3.00,5.00,5.48,0.00
1.00,2.00,5.44,0.00
5.00,9.00,5.57,0.00
